,database,number,year,code,data,software,ancestors,LuAdes2006,LuAdes04,Caldwell05,DiasSutton13,Lumley02,DSU,Salanti11,Salanti08,SpiegAbrams04,ISPOR,Sutton08,Reitsma05,SmithSpieg95,AdesScul06,WarnThomp02,Gelman06,BDA,Other,problem,success,model,priors,freq_and_bayes,justified,year,citation
252,medline,282,2009, no, yes, no, none,,,,,,,,,,,,,,,,,,, standard MA, yes," ""hierarchical models"""," ""non-informative""", no,,2009,282. BMC Cardiovasc Disord. 2009 Jan 28;9:5. 
253,medline,283,2009, no, yes, WinBUGS," Smith, Spiegelhalter, Thomas 1995",,,,,,,,,,,,,,,,,,1, MA adjusting for study duration, yes, random effects. Bayes factors., vague," no but they used Cochran's Q to get a sig/non-sig decision on heterogeneity, which seems odd.",,2009,283. J Am Coll Cardiol. 2009 Jan 27;53(4):316-22. 
254,medline,284,2008, no but some algebra, yes, Lotus 1-2-3 97 edition," Bucher HC, Guyatt GH, Griffith LE, Walter SD: The results of direct and indirect treatment comparisons in meta-analysis of randomized controlled trials. J Clin Epidemiol 1997; 50:683â€“91 ; Glenny AM, Altman DG, Song F, Sakarovitch C, Deeks JJ, Dâ€™Amico R, Bradburn M, Eastwood AJ: Indirect comparisons of competing interventions. Health Technol Assess 2005; 9:1â€“134",,,,,,,,,,,,,,,,,,1, cumulative MA, yes, hierarchical logit," non-informative in methods, informative in appendix : not totally clear", no,,2008,284. Anesthesiology. 2008 Dec;109(6):1023-35. 
255,medline,285,2008, no, yes, no," Speigelhalter D, Abrams K, Myles J. Evidence synthesis. In: Senn S, Barrett V, eds. Bayesian Approaches to Clinical Trials and Health-Care Evaluation. John Wiley & Sons Ltd., 2004, pp. 267â€“303.",,,,,,,,,1,,,,,,,,,, standard MA, yes, hierarchical logit/linear," N(0,10000) U(0,1.5), with lots of sensitivity anlyses, not very well described", no,,2008,285. J Interv Cardiol. 2008 Dec;21(6):459-82. 
256,medline,286,2008," no, maybe in appendix", no, WinBUGS 1.4.1," Lu G, Ades AE. Mixed treatment comparisons: combination of direct and indirect evidence. Stat Med 2004;23:3105â€“24. ; Caldwell DM, Ades AE, Higgins JPT. Simultaneous comparison of multiple treatments: combining direct and indirect evidence. BMJ 2005;331:897â€“900.",,1,1,,,,,,,,,,,,,,,, itc, yes, itc," ""Using different non-informative prior distributions (uniform (0,2); half-normal (0,2), and gamma (0.0001; 0.0001)) on the between variance study estimate tau2 for the random-effects models""", yes, direct and indirect,2008,286. Sleep Med. 2008 Oct;9(7):715-26. 
257,medline,287,2008, no, no, WinBUGS 1.4.2," Smith TC, Spiegelhalter DJ, Thomas A. Bayesian approaches to random- effects meta-analysis: a comparative study. Stat Med. 1995;14:2685â€“2699.",,,,,,,,,,,,,,,,,,1," risk factor, observational studies, dose-response MA", yes," ""Dose-response analyses were examined using both fixed-effects models and Bayesian random-effects models""", not stated, no,,2008,287. Ann Epidemiol. 2008 Aug;18(8):614-27. 
258,medline,288,2008, no, yes, no, none,,,,,,,,,,,,,,,,,,, standard MA, yes, hierarchical logit," N(0,1000000) N(0,10000) U(0.001,10)", no,,2008,288. CMAJ. 2008 Jul 15;179(2):135-44. 
259,medline,289,2008, no, yes, WinBUGS," Spiegelhalter DJ, Abrams KR, Myles JP: Bayesian Approaches to Clinical Trials and Health-Care Evaluation. West Sussex, Eng- land: John Wiley & Sons Ltd; 2004. ; Sutton AJ, Abrams KR, Jones DR, Sheldon TA, Song F: Methods for Meta-Analysis in Medical Research. West Sussex, England: John Wiley & Sons Ltd; 2000.",,,,,,,,,1,,,,,,,,,1," gene association MA, risk factor, observational studies", yes," ""random-effects meta-analyses"""," N(0,10000) U(0,10) but also informative, results of single study - sensitivity analysis? not clear", yes," maybe, if you accept the single-study priors",2008,289. BMC Med Genet. 2008 Jun 27;9:55. 
260,medline,290,2008, no, yes, not stated, none relevant,,,,,,,,,,,,,,,,,,, diagnostic MA, yes, not stated, not stated, not clear,,2008,290. Br J Cancer. 2008 Jun 17;98(12):1934-43. 
261,medline,291,2008, no, no, OpenBUGS but later WinBUGS, none,,,,,,,,,,,,,,,,,,, IPD survival MA, yes, Weibull, not stated, not clear,,2008,291. J Vasc Surg. 2008 Jun;47(6):1364-1370. 
262,medline,292,2008, no, yes, WinBUGS," Warn DE, Thompson SG, Spiegelhalter DJ. Bayesian random effects meta-analysis of trials with binary outcomes: methods for the absolute risk difference and relative risk scales. Stat Med 2002;21:1601-23.",,,,,,,,,,,,,,,1,,,, standard MA," yes but ""The hazard ratio would have been the optimum metric for mortality effect10 but was found to be impractical because of the variability in reporting. As the hazard ratio may be approximated from the odds ratio,11 we chose the odds ratio as an appropriate metric for the mortality effect"", which could have been incorporated in the model"," ""Bayesian hierarchical model"""," N(0,10000) N(0,13.5)I(1,)", no,,2008,292. BMJ. 2008 May 3;336(7651):1006-9. 
263,medline,295,2008, no, yes, WinBUGS 1.4, none,,,,,,,,,,,,,,,,,,, standard MA, yes," ""hierarchical Bayesian modeling"""," N(0,1000) ""and loosely informative inverse chi-square prior distribu- tions for all variances""", no,,2008,295. J Am Coll Cardiol. 2008 Jan 1;51(1):37-45. 
264,medline,296,2008, no, no," not clear, possibly from scratch, using R", StatMed 2007;26:3700-21.,,,,,,,,,,,,,,,,,,1, PK, yes," ""three-level hierarchical Bayesian meta-analysis"" (but the three include prior distributions ???)", not clear: derived generally because of th methodological focus, no,,2008,296. J Biopharm Stat. 2008;18(6):1063-83. 
265,medline,297,2008, no, no, no," Diamond GA, Kaul S. Prior convictions: Bayesian approaches to the analysis and inter- pretation of clinical megatrials. J Am Coll Cardiol. 2004;43:1929â€“1939.",,,,,,,,,,,,,,,,,,1, standard MA, yes, not clear, not stated, no,,2008,297. J Cardiometab Syndr. 2008 Winter;3(1):45-52
266,medline,298,2007, no, no, WinBUGS 1.4, none,,,,,,,,,,,,,,,,,,, mtc, yes, hierarchical logit," ""The model specification was completed by assuming the following prior distributions:  gamma_1, . . . , gamma_J âˆ¼ N(0,10^6), sigma^(âˆ’2) âˆ¼  gamma(0.5, 0.0001), and  tau^(âˆ’2) âˆ¼  gamma(0.5, 0.001).""", no,,2007,298. Am J Trop Med Hyg. 2007 Dec;77(6):1005-9
267,medline,299,2007, no, not all, WinBUGS 1.4.1," Higgins JP, Whitehead A. Borrowing strength from external trials in a meta-analysis. Stat Med 1996;15:2733-49. ; Caldwell DM, Ades AE, Higgins JP. Simultaneous comparison of multiple treatments: combining direct and indirect evidence. BMJ 2005;331:897-900.",,,1,,,,,,,,,,,,,,,1, nma, yes, nma," N(0,10000) U(0,2)", no,,2007,299. BMJ. 2007 Nov 3;335(7626):925. Epub 2007 Oct 11
268,medline,300,2007, no, not all, WinBUGS," Higgins JP, Spiegelhalter DJ. Being sceptical about meta- analyses: a Bayesian perspective on magnesium trials in myocardial infarction. Int J Epidemiol 2002;31:96â€“104. ; Salanti G, Higgins JPT, White IR. Bayesian synthesis of epi- demiological evidence with different combinations of expo- sure groups: application to a gene-gene-environment interaction. Stat Med 2006;25:4147â€“63.",,,,,,,,,,,,,,,,,,1," risk factor, gene-environment interaction, observational data with imputed smoking levels"," novel, quite well described"," ""a literature-based systematic HuGE review and evidence synthesis"""," ""noninformative"" with some sensitivity analysis, not listed", no,,2007,300. Am J Epidemiol. 2007 Oct 1;166(7):741-51. Epub 2007 Aug 4
269,medline,301,2007, no, no, WinBUGS, none relevant,,,,,,,,,,,,,,,,,,, diagnostic MA (re-analysis of existing MA; not clear why), yes, beta-binomial independent sensitivity & specificity versus bivariate normal," normal and inverse gamma, sensitivity analysis, not explained further", no,,2007,301. Gynecol Oncol. 2007 Oct;107(1 Suppl 1):S133-7
270,medline,302,2007, maybe in appendix, maybe in appendix, maybe in appendix," Spiegelhalter DJ, Myles JP, Jones DR, et al. An introduction to Bayesian methods in health technology assessment. BMJ 1999;319:508â€“12. ; Sutton AJ, Abrams KR. Bayesian methods in meta-analysis and evidence synthesis. Stat Methods Med Res 2001;10:277â€“303. ; Spiegelhalter DJ, Abrams KR, Myles JP. Bayesian approaches to clinical trials and health-care evaluation. Chichester: Wiley, 2004.",,,,,,,,,1,,,,,,,,,1, standard MA with time interaction, yes, not clear; maybe in appendix," non-informative, maybe in appendix", no,,2007,302. Heart. 2007 Oct;93(10):1244-50. Epub 2007 Feb 3
271,medline,303,2007, no, not everything, WinBUGS," Congdon P. Applied Bayesian modelling. Chichester: Wiley; 2003. ; Gelman a, Carlin JB, Stern HS, Rubin DB. Bayesian data analysis. 2nd ed. Boca Raton (FL): Chapman & Hall/CRC; 2003.",,,,,,,,,,,,,,,,,1,1, standard MA (some ambiguity about higher- and lower-level data), yes, frequentist and Bayesian RE models," not stated, ""published elsewhere""", yes, no,2007,303. Scand J Work Environ Health. 2007 Oct;33(5):325-35
272,medline,307,2007, no, no, no," Schmid CH, Stark PC, Berlin JA, Landais P, Lau J. Metaâ€“ regression detected associations between heterogeneous treatment effects and study-level, but not patient-level, factors. J Clin Epide- miol 2004; 57: 683â€“697.",,,,,,,,,,,,,,,,,,, standard MA + meta-regression, yes," ""Bayesian random effects model"""," N(0,10^7), inv-gamma(0.1,1.0)", yes, no,2007,307. Obes Rev. 2007 Sep;8(5):385-94
273,medline,308,2007, no, yes, WinBUGS 1.4.1," Gamble C, Hollis S. Uncertainty method improved on best/worst case analysis in a binary meta-analysis. J Clin Epidemiol 2005;58:579â€“88. ; Whitehead A. A Bayesian approach to meta-analysis. Chichester, UK: John Wiley & Sons, Ltd, 2002.: 259â€“84.",,,,,,,,,,,,,,,,,,1, standard MA + meta-regression, yes," frequentist and ""We used Bayesian meta-analytic approaches as sensitivity analyses""", not stated, yes, no,2007,308. Am J Gastroenterol. 2007 Aug;102(8):1799-807. Epub 2007 Apr 24
274,medline,309,2007, no, no, no," Schmid CH, Stark PC, Berlin JA, Landais P, Lau J: Meta-regression detected associ- ations between heterogeneous treatment effects and study-level, but not patient- level, factors. J Clin Epidemiol 57:683â€“ 697, 2004 ; Gelman A, Carlin JB, Stern HS, Rubin DB: Bayesian Data Analysis. 2nd ed. New York, Chapman and Hall, 1996",,,,,,,,,,,,,,,,,1,1," risk factor, observational studies", yes, hierarchical logit," N(0,10^7), inv-gamma(0.1,1.0)", yes, no,2007,309. Diabetes Care. 2007 Aug;30(8):2070-6. Epub 2007 Apr 6
275,medline,311,2007, no, no, WinBUGS (only mentioned in acknowledgements)," Diamond GA, Kaul S. Prior convictions: Bayesian approaches to the analysis and interpretation of clinical megatrials. J Am Coll Cardiol 2004;43:1929â€“39.",,,,,,,,,,,,,,,,,,1, standard MA, hierarchical logit," ""synthesized by both empirical Bayesian analysis and fully Bayesian random-effects meta-analysis models"""," empirical and flat ""referent"" priors, not completely explained", yes, no,2007,311. Bone. 2007 Apr;40(4):813-20. Epub 2006 Dec 18
276,medline,312,2007, yes, yes, WinBUGS 1.4.1," Spiegelhalter DJ, Myles JP, Jones DR, Abrams KR. Methods in health service research. An introduction to Bayesian methods in health technology assessment. BMJ 1999;319:508e12.",,,,,,,,,,,,,,,,,,1, standard MA + imputation of unreported ICCs, yes, hierarchical logit + imputed ICCs," N(0,1000000) Beta(1,1), U(), half-normal", no,,2007,312. J Clin Epidemiol. 2007 Apr;60(4):336-44. Epub 2006 Oct 23
277,medline,313,2007, yes, no, WinBUGS 1.4," Dumouchel W. Bayesian meta-analysis. In Statistical Methodology in the Pharmaceutical Sciences, vol. 206. Marcel Dekker: New York, 1990; 509â€“529. ; Tweedie RL, Biggerstaff B, Scott D, Mengersen K. Bayesian meta-analysis with application to studies of ETS and lung cancer. Lung Cancer 1996; 14(Suppl. 1):S171â€“S194.",,,,,,,,,,,,,,,,,,1, risk factor interaction, yes," several nuanced and complex models, well described"," several options, well described", no,,2007,313. Stat Med. 2007 Feb 28;26(5):1150-69
278,medline,314,2006, no, no, BUGS, none,,,,,,,,,,,,,,,,,,, diagnostic, yes," independent binomial models of sens, spec, npv, ppv (not best practice)", not stated, yes, no,2006,314. Am J Obstet Gynecol. 2006 Oct;195(4):1163-73
279,medline,316,2006, yes, no, WinBUGS 1.4, none,,,,,,,,,,,,,,,,,,," risk factors, observational data", yes, hierarchical logit + study-level covariates," N(0,100000) inv-gamma(0.01,0.01)", yes, somewhat but the basic model could have been done with Bayes too,2006,316. Invest Ophthalmol Vis Sci. 2006 Oct;47(10):4254-61
280,medline,318,2006, no, yes, OpenBUGS, none relevant,,,,,,,,,,,,,,,,,,," adherence to ART, like a prevalence MA", yes," sum total of explanation: ""The sensitivity analysis was conducted using a Bayesian random-effects model with an alternative logit transforma- tion in addition to Monte Carlo Markov Chain simulations of variability""", not stated, yes, no,2006,318. JAMA. 2006 Aug 9;296(6):679-90
281,medline,319,2006," no, maybe in appendix"," no, maybe in appendix"," no, maybe in appendix", none,,,,,,,,,,,,,,,,,,, adverse event rates, yes, binomial," no, maybe in appendix", no,,2006,319. PLoS Med. 2006 Aug;3(8):e272
282,medline,320,2006, no, no, WinBUGS 1.4, ROBUST,,,,,,,,,,,,,,,,,,, standard MA + type of tx as covariate + studies with poorly reported stats, yes," ""Examples of the programs used for the meta-analysis are available in Web appendix 1 and at the following website: http://fisher.utstat.toronto.edu/georget/GCSFMetaAnalysis."""," ""diffuse"" and ""Specifically, the prior distributions for the population mean treatment effects were normal, with mean 1â„4 0 and variance 1â„4 10,000, and the prior distribution for the standard deviations for the random-effect intercepts and slopes were flat relative to the scale of measurement. The lognormal prior distribution for true study variances had a normal (mean 1â„4 0, variance 1â„4 103) prior on the logarithm of the mean and a uniform (0.01, 100) prior on the standard de- viation of the logarithm.""", yes, yes,2006,320. Am J Epidemiol. 2006 May 1;163(9):811-7. Epub 2006 Mar 22
283,medline,321,2006, no, yes, no, none,,,,,,,,,,,,,,,,,,, diagnostic MA, yes, hierarchical logit for sensitivity alone (not best practice), not stated (fully), yes, no,2006,321. Br J Surg. 2006 May;93(5):539-46
284,medline,322,2006, no, yes, no, none,,,,,,,,,,,,,,,,,,, ITC, yes, not clear, not stated, no,,2006,322. Curr Med Res Opin. 2006 Apr;22(4):671-81
285,medline,323,2006," yes, algebra", no, R 1.9.1 (no package mentioned)," Higgins JP, Spiegelhalter DJ. Being sceptical about meta- analyses: a Bayesian perspective on magnesium trials in myocardial infarction. Int J Epidemiol 2002; 31:96â€“104. ; Spiegelhalter DJ, Abrams KR, Myles JP. Bayesian Approaches to Clinical Trials and Health-Care Evaluation. Chichester, UK, Wiley, 2004: 267â€“299.",,,,,,,,,1,,,,,,,,,1, risk factor & survival data, yes, hierarchical log-HR," ""Prior distributions for m and s2 assume m to be normal with mean zero and variance 105, and s2 to have a gamma distribution with mean 1.0 and variance 100. """, no,,2006,323. HIV Med. 2006 Apr;7(3):173-80
286,medline,324,2006, no, yes, WinBUGS," Sutton AJ, Abrams KR 2001 Bayesian methods in meta- analysis and evidence synthesis. Stat Methods Med Res 10:277â€“303. ; Warn DE, Thompson SG, Spiegelhalter DJ 2002 Bayesian ran- dom effects meta-analysis of trials with binary outcomes: Methods for the absolute risk difference and relative risk scales. Stat Med 21:1601â€“1623.",,,,,,,,,,,,,,,1,,,1, standard MA, yes, log-RR hierarchical," N(0,10) U(0,10)", no,,2006,324. J Bone Miner Res. 2006 Feb;21(2):340-9
287,medline,325,2006, no, yes, WinBUGS 1.4," Spiegelhalter DJ, Myles JP, Jones DR, Abrams KR. Methods in health service research. An introduction to bayesian methods in health technology assessment. BMJ 1999;319:508â€“12. ; Sutton AJ, Abrams KR. Bayesian methods in meta-analysis and evi- dence synthesis. Stat Methods Med Res 2001;10:277â€“303.",,,,,,,,,,,,,,,,,,1, standard MA, yes, beta-binomial," U(0,1000) for alpha, beta", yes, no,2006,325. Vaccine. 2006 Jan 16;24(3):272-9. Epub 2005 Aug 18
288,medline,326,2006, no, not everything, BUGS," DuMouchel W. Hierarchical Bayes linear models for meta-analysis. Tech. Rep. 27, National Institute ofStatisticalSciences,September1994. ; Sutton AJ, Abrams KR, Jvones DR, Sheldon TA, Song F. Methods for ineta-ana-ilysis in inedical researchl. Wiley,2000. ; Smith TC, Spiegelhalter DJ, Thomas A. Bayesian approaches to random-effects meta-ainalysis:A compar- ativestudy.StatisticsinMedicine'195;14:2685-99. ; GelmanA,CarlinJB,SternHS,RubinDB.Bayesian data analysis second edition. Chapman anid Hall/CRC, 2003. ; WarnDE,ThompsonSG,SpiegelhalterDJ.Bayesian random effects meta-analysis of trials with binary outcomes: methods for absolute risk difference and relativeriskscales.StatisticsinMedicine2002;21:1601-23.",,,,,,,,,,,,,1,,1,,1,1, standard MA with some study-level covariates, yes, hierarchical binomial with some study-level covariates," ""diffuse"", ""skeptical""  some sensitivity analysis, described in paper", no,,2006,326. Clin Trials. 2006;3(2):73-90; discussion 91-8
289,medline,327,2006, no but some algebra (not everything), yes, WinBUGS," Smith TC, Spiegelhalter DJ, Thomas A. Bayesian ap- proaches to random-effects meta-analysis: A comparative study. Stat Med 1995;14:2685. ; Leonard T, Duffy JC. A Bayesian fixed effects analy-sis of the Mantel-Haenszel model applied to meta-analysis. Stat Med. 2002;21:2295.",,,,,,,,,,,,,1,,,,,1," incidence MA, though the only reason they used Bayes was that they didn't know how else to cope with zero-event arms"," yes but ""Because of the limited power to detect hetero- geneity, we estimated the meta-SIR for the can- cer types with fewer than four studies by use of a fixed effect model that assumes that tau=0""", hierarchical Poisson, not stated, no,,2006,327. J Womens Health (Larchmt). 2006 Jan-Feb;15(1):98-105
290,medline,330,2005, no, yes, WinBUGS 1.4," Spiegelhalter DJ, Myles JP, Jones DR, Abrams KR: Bayesian meth- ods in health technology assessment: a review. Health Technol Assess 2000, 4(38):1-130. ; Spiegelhalter DJ, Myles JP, Jones DR, Abrams KR: Methods in health service research: An introduction to bayesian meth- ods in health technology assessment. BMJ 1999, 319:508-512. ; Spiegelhalter DJ, Abrams KR, Myles JP: Bayesian Approaches to Clinical Trials and Health-Care Evaluation. First edition. Edited by: Senn S and Barnett V. West Sussex: John Wiley and Sons; 2004:1-391.",,,,,,,,,1,,,,,,,,,1, standard incidence MA (adverse events) with empirical prior," yes, but they had 2 studies to combine!", hierarchical binomial with empirical prior, empirical from previous MAs, yes, yes,2005,330. BMC Musculoskelet Disord. 2005 Jul 11;6:39
291,medline,331,2005, no, yes, WinBUGS," Warn DE, Thompson SG, Spiegelhalter DJ: Bayesian random effects meta-analysis of trials with binary outcomes: meth- ods for the absolute risk difference and relative risk scales. Stat Med 2002, 21:1601-1623.",,,,,,,,,,,,,,,1,,,," standard MA, some prior info", yes," hierarchical but likelihood function not stated, empirical prior for one outcome and non-informative for another"," U(0,1) for one outcome's risk, with the other empirical but not stated; is it possible to justify this disparity? (transfusion for blood loss and re-operation for bleeding respectively - surely they are correlated)", no,,2005,331. BMC Cardiovasc Disord. 2005 Jul 4;5:19
292,medline,332,2005, yes, yes, no," JOHNSON, W. O., GASTWIRTH, J. L. AND PEARSON, L. M. (2001). Screening without a â€œGold standardâ€, the Huiâ€“Walter paradigm revisited. American Journal of Epidemiology 153, 921â€“924.",,,,,,,,,,,,,,,,,,1, diagnostic with no gold standard, yes,  latent class," uniform but acknowledging information via non-linear transformations with some sensitivity analysis for this, then (in the discussion) an empirical beta(25,4)", no,,2005,332. Biostatistics. 2005 Jul;6(3):450-64. Epub 2005 Apr 14
293,medline,333,2005, no, yes, SAS 8.2 and S-plus," Irwig L, Tosteson AN, Gatsonis C, et al. Guidelines for meta-analyses evaluating diagnostic tests. Ann Intern Med 1994;120:667â€“ 676.",,,,,,,,,,,,,,,,,,1, diagnostic, yes, not clear, not stated, yes, no,2005,333. Radiology. 2005 Jul;236(1):85-94. Epub 2005 Jun 13
294,medline,334,2005, no, yes, WinBUGS 1.4," Spiegelhalter DJ, Abrams KR, Myles JP. Bayesian approaches to clin- ical trials and health-care evaluation. Chichester, United Kingdom: Wiley & Sons Ltd, 2004. ; Congdon P. Bayesian statistical modelling. Chichester, United King- dom: Wiley & Sons Ltd, 2001. ; Spiegelhalter DJ, Thomas A, Best N, Gilks W. BUGS 0.5*Examples Volume 1 (version i), P33-36 Blocker: a random effects meta-analysis of clinical trials. Cambridge, United Kingdom: MRC Biostatistics Unit, Institute of Public Health, 1996.",,,,,,,,,1,,,,,,,,,1," ""investigating heterogeneity""", yes," MA, meta-regression"," not clear: ""Two prior distri- butions were used: a noninformative prior distribution and an informative prior distribution calculated by using the data pro- vided from the single-arm HIV studies.""", yes, no,2005,334. Am J Clin Nutr. 2005 Mar;81(3):702-13
295,cinahl,4,2014, no, yes, not stated, Dias Sutton & Ades. Med Decis Mak  2013,,,,1,,,,,,,,,,,,,,, nma, yes, nma, not stated, yes, not clear,2014,"Current Medical Research & Opinion (CURR MED RES OPIN), 2014 Aug; 30 (8): 1473-87."
296,cinahl,5,2015, yes, yes, WinBUGS 1.4.3," Salanti et al. 2008 ; Lu & Ades, 2004 ; Glenny et al. 2005",,1,,,,,,1,,,,,,,,,,, nma, yes, nma," U(0,1.1) for heterogeneity. study placebo effects are N(0,10^5) but one is N(0,10^(-6)), not sure why. Tx effects are not clear, even in the code!", no,,2015,"Psychological Medicine (PSYCHOL MED), 2015 Jan; 45 (2): 299-317."
297,cinahl,9,2011, no; maybe in appendix, no; maybe in appendix, WinBUGS 1.4.7 (sic)," Lu G, Ades AE. Combination of direct and indirect evidence in mixed treatment comparisons. Stat Med 2004;23(20):3105-24. ; CaldwellDM,AdesAE,HigginsJP.Simultaneouscomparisonof multiple treatments: combining direct and indirect evidence. BMJ 2005;331(7521):897-900. ; Jadad AR, Moore RA, Carroll D, Jenkinson C, Reynolds DJ, Gavaghan DJ, et al. Assessing the quality of reports of randomized clinical trials: is blinding necessary? Control Clin Trials 1996; 17(1):1-12. ; Tugwell P, Boers M, Brooks P, Simon L, Strand V, Idzerda L. OMERACT: An international initiative to improve outcome measurement in rheumatology. Trials 2007;8:38. ; Jansen JP, Crawford B, Bergman G, Stam W. Bayesian meta- analysis of multiple treatment comparisons: an introduction to mixed treatment comparisons. Value Health 2008;11(5):956-64. ; Ades AE, Sculpher M, Sutton A, Abrams K, Cooper N, Welton N, et al. Bayesian methods for evidence synthesis in cost-effective- ness analysis. Pharmacoeconomics 2006;24(1):1-19. ; National Institute of Clinical Excellence. Guide to the Methods of Technology Appraisal June 2008. Available at http://www. nice.org.uk/media/B52/A7/TAMethodsGuideUpdatedJune2008. pdf. ; Cooper NJ, Sutton AJ, Lu G, Khunti K. Mixed comparison of stroke prevention treatments in individuals with nonrheumatic atrial fibrillation. Arch Intern Med 2006;166(12):1269-75. ; Salanti G, Higgins JP, Ades AE, Ioannidis JP. Evaluation of net- works of randomized trials. Stat Methods Med Res 2008; 17(3):279-301.",,1,1,,,,,,,,,,,1,,,,1, mtc, yes, mtc, not stated; maybe in appendix, no,,2011,"Seminars in Arthritis & Rheumatism (SEMIN ARTHRITIS RHEUM), 2011 Dec; 41 (3): 335-345.e6."
298,cinahl,11,2013, no, no, WinBUGS 1.4.3," Ades AE, Sculpher M, Sutton A, et al. Bayesian methods for 30 evidence synthesis in cost-effectiveness analysis. Pharmacoeconomics 2006; 24: 1â€“19. ; Sutton A, Ades AE, Cooper N, Abrams K. Use of indirect and mixed 31 treatment comparisons for technology assessment. Pharmacoeconomics 2008; 26: 753â€“67. ; Song F, Altman DG, Glenny AM, Deeks JJ. Validity of indirect 32 comparison for estimating efficacy of competing interventions: empirical evidence from published meta-analyses. BMJ 2003; 326: 472â€“76. Ann Surg Oncol 2011; 18: 1319â€“26. ; Neoptolemos JP, Stocken DD, Tudur Smith C, et al. Adjuvant 5-fluorouracil and folinic acid vs observation for pancreatic cancer: composite data from the ESPAC-1 and -3(v1) trials. Br J Cancer 2009; 100: 246â€“50. ; Neoptolemos JP, Stocken DD, Bassi C, et al. Adjuvant chemotherapy with fluorouracil plus folinic acid vs gemcitabine following pancreatic cancer resection: a randomized controlled trial. JAMA 2010; 304: 1073â€“81. ; Roy R, Maraveyas A. Chemoradiation in pancreatic adenocarcinoma: a literature review. Oncologist 2010; 15: 259â€“69. Hutchins LF, Unger JM, Crowley JJ, Coltman CA Jr, Albain KS. Underrepresentation of patients 65 years of age or older in cancer- treatment trials. N Engl J Med 1999; 341: 2061â€“67. ; Talarico L, Chen G, Pazdur R. Enrollment of elderly patients in clinical trials for cancer drug registration: a 7-year experience by the US Food and Drug Administration. J Clin Oncol 2004; 22: 4626â€“31. Hurria A, Togawa K, Mohile SG, et al. Predicting chemotherapy toxicity in older adults with cancer: a prospective multicenter study. J Clin Oncol 2011; 29: 3457â€“65. ; Woods BS, Hawkins N, Scott DA. Network meta-analysis on the log-hazard scale, combining count and hazard ratio statistics accounting for multi-arm trials: a tutorial. BMC Med Res Methodol 2010; 10: 54â€“62.",,,,,,,,,,,,,,1,,,,1, nma, yes, nma, not stated, no,,2013,"Lancet Oncology (LANCET ONCOL), 2013 Oct; 14 (11): 1095-103."
299,cinahl,13,2009, no, no, WinBUGS 1.4, none,,,,,,,,,,,,,,,,,,, Random-effects meta-analysis and Bayesian logistic regression, yes, Random-effects meta-analysis and Bayesian logistic regression, not stated, no,,2009,"Diabetes Care (DIABETES CARE), 2009 Dec; 32 (12): 2300-6."
300,cinahl,19,2014, no, no, WinBUGS 1.4.3, NICE DSU,,,,,,1,,,,,,,,,,,,, nma, mixed, nma," N(0,10000) ""For the heteroge- neity of the random-effects model, we used a uniform prior distribution centered at zero with sufficiently large variance""", no,,2014,"CNS Drugs (CNS DRUGS), 2014 Aug; 28 (8): 699-712."
301,cinahl,22,2015, no, yes, GeMTC, none,,,,,,,,,,,,,,,,,,, nma, yes, nma," ""A noninformative uniform prior distribution of effect sizes and precision was used.""", yes, direct and indirect,2015,"Gastrointestinal Endoscopy (GASTROINTEST ENDOSC), 2015 Mar; 81 (3): 700-709.e3."
302,cinahl,24,2013, no, no, no, none,,,,,,,,,,,,,,,,,,, nma, yes, not clear, not stated, not clear,,2013,"Journal of Evidence-Based Dental Practice (J EVID BASED DENT PRACT), 2013 Dec; 13 (4): 157-9."
303,cinahl,30,2009, yes, yes, WinBUGS, none,,,,,,,,,,,,,,,,,,, nma, yes, nma," N(0,1000) log-sigma2~U(-50,50) tau2~U(0,50)", no,,2009,"Health Technology Assessment (HEALTH TECHNOL ASSESS), 2009; 13 (34): 1-118."
304,cinahl,33,2014, no, no, WinBUGS 1.4.3," Lu, G. & Ades, A. E. (2004) Combination of direct and indirect evidence in mixed treatment comparisons. Statistics in Medicine 23, 3105â€“ 3124. ; Lu, G. & Ades, A. E. (2006) Assessing evidence inconsistency in mixed treatment comparisons. Journal of the American Statistical Association 101, 447â€“459. ; Buti, J., Glenny, A.-M., Worthington, H. V., Nieri, M. & Baccini, M. (2011) Network meta-analysis of randomised controlled trials: direct and indirect treatment comparisons. European Journal of Oral Implantology 4, 55â€“ 62.",1,1,,,,,,,,,,,,,,,,1, nma, yes, nma, not stated, yes, direct and indirect,2014,"Journal of Clinical Periodontology (J CLIN PERIODONTOL), 2014 Apr: Supplement: S63-76."
305,cinahl,35,2013, no, yes, no,"  Sutton AJ, Abrams KR. Bayesian methods in meta-analysis and evidence synthesis. Statistical Methods in Medical Research 2001;10(August (4)):277â€“303.",,,,,,,,,,,,,,,,,,," standard MA, somewhat methodological comparison of freq and Bayes", yes but only two studies, fixed effects, informative by expert survey and arithmetic pooling, yes, yes,2013,"Health Policy (HEALTH POLICY), 2013 Oct; 112 (3): 234-40."
